Price
2722.2
2726.2
2781.0
2806.8
2813.9
2755.4
2738.3
2723.1
2740.4
2711.7
2682.6
2641.2
2658.7
2705.6
2656.1
2740.7
2755.9
2767.8
2768.8
2809.2
2809.9
2750.8
2767.1
2728.4
2785.7
2880.3
2884.4
2885.6
2901.6
2925.5
2923.4
2924.6
2914.0
2914.0
2906.0
2915.6
2919.4
2929.7
2930.8
2907.9
2904.3
2888.8
2905.0
2904.2
2888.9
2887.9
2877.1
2871.7
2878.1
2888.6
2896.7
2901.5
2901.1
2914.0
2897.5
2896.7
2874.7
2857.0
2861.8
2863.0
2857.1
2850.1
2840.7
2818.4
2840.0
2821.9
2833.3
2853.6
2857.7
2858.4
2850.4
2840.3
2827.2
2813.4
2816.3
2802.6
2818.8
2837.4
2846.1
2820.4
2807.0
2801.8
2804.5
2815.6
2809.6
2798.4
2801.3
2798.3
2774.0
2793.8
2784.2
2759.8
2736.6
2713.2
2726.7
2718.4
2716.3
2699.6
2723.1
2717.1
2754.9
2749.8
2767.3
2762.6
2773.8
2779.7
2782.5
2775.6
2786.8
2782.0
2779.0
2770.4
2772.3
2748.8
2746.9
2734.6
2705.3
2724.0
2689.9
2721.3
2727.8
2733.3
2724.4
2733.0
2713.0
2720.1
2722.5
2711.4
2730.1
2727.7
2723.1
2697.8
2671.9
2672.6
2663.4
2629.7
2635.7
2654.8
2648.1
2669.9
2666.9
2639.4
2634.6
2670.3
2670.1
2693.1
2708.6
2706.4
2677.8
2656.3
2664.0
2642.2
2656.9
2613.2
2604.5
2662.8
2644.7
2614.4
2581.9
2640.9
2605.0
2612.6
2658.6
2588.3
2643.7
2711.9
2716.9
2712.9
2752.0
2747.3
2749.5
2765.3
2783.0
2786.6
2739.0
2726.8
2728.1
2720.9
2691.2
2677.7
2713.8
2744.3
2779.6
2747.3
2704.0
2701.3
2716.3
2732.2
2731.2
2698.6
2662.9
2656.0
2619.6
2581.0
2681.7
2695.1
2648.9
2762.1
2822.0
2823.8
2822.4
2853.5
2872.9
2839.2
2837.5
2839.1
2833.0
2810.3
2798.0
2802.6
2776.4
2786.2
2767.6
2748.2
2751.3
2747.7
2743.2
2724.0
2713.1
2695.8
2673.6
2687.5
2682.6
2680.5
2683.3
2684.6
2679.2
2681.5
2690.2
2675.8
2652.0
2662.8
2664.1
2660.0
2651.5
2637.0
2629.3
2629.6
2639.4
2642.2
2647.6
2626.1
2627.0
2601.4
2602.4
2597.1
2599.0
2582.1
2578.8
2585.6
2564.6
2578.9
2584.8
2582.3
2584.6
2594.4
2590.6
2591.1
2587.8
2579.8
2579.4
2575.3
2572.8
2581.1
2560.4
2557.2
2569.1
2565.0
2575.2
2562.1
2561.3
2559.4
2557.6
2553.2
2550.9
2555.2
2550.6
2544.7
2549.3
2552.1
2537.7
2534.6
2529.1
2519.4
2510.1
2507.0
2496.8
2496.7
2502.2
2500.6
2508.2
2506.7
2503.9
2500.2
2495.6
2498.4
2496.5
2488.1
2461.4
2465.1
2465.5
2457.8
2476.6
2471.7
2457.6
2446.3
2444.2
2443.1
2439.0
2444.0
2452.5
2428.4
2425.6
2430.0
2468.1
2464.6
2465.8
2441.3
2438.2
2474.0
2474.9
2480.9
2476.8
2472.2
2477.6
2476.3
2470.3
2472.1
2475.4
2477.8
2477.1
2469.9
2472.5
2473.4
2473.8
2460.6
2459.1
2459.3
2447.8
2443.2
2425.5
2427.4
2425.2
2409.8
2432.5
2429.0
2423.4
2419.7
2440.7
2419.4
2439.1
2438.3
2434.5
2435.6
2437.0
2453.5
2433.2
2432.5
2437.9
2440.3
2429.4
2431.8
2433.8
2433.1
2429.3
2436.1
2439.1
2430.1
2411.8
2412.9
2415.8
2415.1
2404.4
2398.4
2394.0
2381.7
2365.7
2357.0
2400.7
2402.3
2390.9
2394.4
2399.6
2396.9
2399.4
2399.3
2389.5
2388.1
2391.2
2388.3
2384.2
2388.8
2387.4
2388.6
2374.2
2348.7
2355.8
2338.2
2342.2
2349.0
2328.9
2344.9
2353.8
2357.2
2355.5
2357.5
2352.9
2360.2
2358.8
2362.7
2368.1
2361.1
2358.6
2341.6
2344.0
2346.0
2348.4
2344.0
2373.5
2378.2
2381.4
2385.3
2365.4
2373.5
2372.6
2364.9
2363.0
2368.4
2375.3
2383.1
2381.9
2396.0
2363.6
2369.8
2367.3
2363.8
2362.8
2365.4
2351.2
2347.2
2349.2
2337.6
2328.2
2316.1
2307.9
2294.7
2293.1
2292.6
2297.4
2280.8
2279.6
2278.9
2280.9
2294.7
2296.7
2298.4
2280.1
2265.2
2271.3
2263.7
2271.9
2267.9
2274.6
2270.4
2275.3
2268.9
2268.9
2277.0
2269.0
2270.8
2257.8
2238.8
2249.3
2249.9
2268.9
2263.8
2261.0
2265.2
2270.8
2262.5
2258.1
2262.0
2253.3
2271.7
2257.0
2259.5
2246.2
2241.3
2212.2
2204.7
2191.9
2191.1
2198.8
2204.7
2201.7
2213.3
2204.7
2202.9
2198.2
2181.9
2187.1
2176.9
2180.4
2164.2
2164.4
2167.5
2163.3
2139.6
2131.5
2085.2
2088.7
2097.9
2111.7
2126.2
2126.4
2133.0
2139.4
2143.2
2151.3
2141.2
2141.3
2144.3
2139.6
2126.5
2133.0
2132.6
2139.2
2136.7
2163.7
2153.7
2160.8
2159.7
2150.5
2161.2
2168.3
2151.1
2171.4
2159.9
2146.1
2164.7
2177.2
2163.1
2139.8
2139.1
2139.2
2147.3
2125.8
2127.0
2159.0
2127.8
2181.3
2186.2
2186.5
2180.0
2170.9
2170.9
2176.1
2180.4
2169.0
2172.5
2175.4
2186.9
2182.6
2183.9
2187.0
2182.2
2178.2
2190.2
2184.1
2185.8
2175.5
2181.7
2180.9
2182.9
2164.2
2163.8
2157.0
2170.8
2173.6
2170.1
2166.6
2169.2
2168.5
2175.0
2165.2
2173.0
2163.8
2166.9
2161.7
2163.8
2152.4
2152.1
2137.2
2129.9
2097.9
2099.7
2088.6
2102.9
2098.9
2070.8
2036.1
2000.5
2037.4
2113.3
2085.4
2088.9
2083.2
2071.2
2078.0
2071.5
2075.3
2079.1
2096.1
2115.5
2119.1
2112.1
2109.4
2099.1
2105.3
2099.3
2097.0
2099.1
2090.1
2090.5
2076.1
2048.0
2052.3
2040.0
2047.6
2047.2
2066.7
2046.6
2064.1
2064.5
2084.4
2058.7
2057.1
2050.6
2051.1
2063.4
2081.4
2065.3
2075.8
2095.2
2091.7
2087.8
2091.6
2091.5
2102.4
2100.8
2094.3
2080.7
2082.8
2082.4
2061.7
2042.0
2047.6
2041.9
2066.7
2045.2
2066.1
2072.8
2059.7
2063.9
2055.0
2037.0
2035.9
2036.7
2049.8
2051.6
2049.6
2040.6
